pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
59332,XX,nse_fo,OPTIDX,NIFTY,NIFTY26JAN30700PE,PE,NIFTY27JAN2630700.00PE,,26000,,,,,,5,65,1453991400,-1,2,3070000.0,NSE,OPTIDX,1453991400,1446163200,1453991400,1446163200,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1453939200.0,1453991400.0,,,,434625.0,Cash,,1,1,1801.0,65,0.0,492355.0,376895.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
65716,XX,nse_fo,OPTIDX,NIFTY,NIFTY25DEC26700PE,PE,NIFTY30DEC2526700.00PE,,26000,,,,,,5,75,1451572200,-1,2,2670000.0,NSE,OPTIDX,1451572200,1443744000,1451572200,1443744000,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1451520000.0,1451572200.0,,,,51060.0,Cash,,0,1,1801.0,75,104250.0,97985.0,4135.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
46281,XX,nse_fo,OPTIDX,NIFTY,NIFTY2611328150CE,CE,NIFTY13JAN2628150.00CE,,26000,,,,,,5,65,1452781800,-1,2,2815000.0,NSE,OPTIDX,1452781800,1449792000,1452781800,1449792000,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1452729600.0,1452781800.0,,,,780.0,Cash,,1,1,1801.0,65,0.0,2780.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
42233,XX,nse_fo,OPTIDX,NIFTY,NIFTY25D2322150CE,CE,NIFTY23DEC2522150.00CE,,26000,,,,,,5,75,1450967400,-1,2,2215000.0,NSE,OPTIDX,1450967400,1447977600,1450967400,1447977600,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1450915200.0,1450967400.0,,,,402600.0,Cash,,1,1,1801.0,75,0.0,460345.0,344855.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
45900,XX,nse_fo,OPTIDX,NIFTY,NIFTY26JUN38000CE,CE,NIFTY30JUN2638000.00CE,,26000,,,,,,5,75,1467297000,-1,2,3800000.0,NSE,OPTIDX,1467297000,1401840000,1467297000,1401840000,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1467297000.0,1467297000.0,,,,35.0,Cash,,1,1,1801.0,75,0.0,2035.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
65725,XX,nse_fo,OPTIDX,NIFTY,NIFTY25DEC26850CE,CE,NIFTY30DEC2526850.00CE,,26000,,,,,,5,75,1451572200,-1,2,2685000.0,NSE,OPTIDX,1451572200,1443744000,1451572200,1443744000,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1451520000.0,1451572200.0,,,,500.0,Cash,,0,1,1801.0,75,690825.0,7640.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
40149,XX,nse_fo,OPTIDX,NIFTY,NIFTY2610621450CE,CE,NIFTY06JAN2621450.00CE,,26000,,,,,,5,65,1452177000,-1,2,2145000.0,NSE,OPTIDX,1452177000,1449187200,1452177000,1449187200,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1452124800.0,1452177000.0,,,,477430.0,Cash,,1,1,1801.0,65,0.0,535170.0,419690.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
60896,XX,nse_fo,OPTIDX,NIFTY,NIFTY30JUN20000CE,CE,NIFTY25JUN3020000.00CE,,26000,,,,,,5,75,1593095400,-1,2,2000000.0,NSE,OPTIDX,1593095400,1435449600,1593095400,1435449600,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1593043200.0,1593095400.0,,,,1100320.0,Cash,,0,1,1801.0,75,0.0,1273390.0,927250.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
47197,XX,nse_fo,OPTIDX,NIFTY,NIFTY28JUN33000PE,PE,NIFTY27JUN2833000.00PE,,26000,,,,,,5,75,1530196200,-1,2,3300000.0,NSE,OPTIDX,1530196200,1396742400,1530196200,1396742400,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1530196200.0,1530196200.0,,,,367420.0,Cash,,1,1,1801.0,75,0.0,622665.0,112175.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
46133,XX,nse_fo,OPTIDX,NIFTY,NIFTY2611325150CE,CE,NIFTY13JAN2625150.00CE,,26000,,,,,,5,65,1452781800,-1,2,2515000.0,NSE,OPTIDX,1452781800,1449792000,1452781800,1449792000,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1452729600.0,1452781800.0,,,,115565.0,Cash,,0,1,1801.0,65,65.0,167475.0,63655.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
64807,XX,nse_fo,OPTIDX,NIFTY,NIFTY26FEB24450PE,PE,NIFTY24FEB2624450.00PE,,26000,,,,,,5,65,1456410600,-1,2,2445000.0,NSE,OPTIDX,1456410600,1448582400,1456410600,1448582400,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1456358400.0,1456410600.0,,,,6265.0,Cash,,0,1,1801.0,65,65.0,11230.0,1300.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
64929,XX,nse_fo,OPTIDX,NIFTY,NIFTY25DEC20600CE,CE,NIFTY30DEC2520600.00CE,,26000,,,,,,5,75,1451572200,-1,2,2060000.0,NSE,OPTIDX,1451572200,1443744000,1451572200,1443744000,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1451520000.0,1451572200.0,,,,559900.0,Cash,,1,1,1801.0,75,0.0,617645.0,502155.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
58875,XX,nse_fo,OPTIDX,NIFTY,NIFTY26JAN27700CE,CE,NIFTY27JAN2627700.00CE,,26000,,,,,,5,65,1453991400,-1,2,2770000.0,NSE,OPTIDX,1453991400,1446163200,1453991400,1446163200,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1453939200.0,1453991400.0,,,,1245.0,Cash,,0,1,1801.0,65,197210.0,8715.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
46456,XX,nse_fo,OPTIDX,NIFTY,NIFTY2611330750CE,CE,NIFTY13JAN2630750.00CE,,26000,,,,,,5,65,1452781800,-1,2,3075000.0,NSE,OPTIDX,1452781800,1449792000,1452781800,1449792000,0,0,0,0,0,,0,0,1450888499,,,,,,,,,,FO,,,,,,,1452729600.0,1452781800.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
40439,XX,nse_fo,OPTIDX,NIFTY,NIFTY2610625450CE,CE,NIFTY06JAN2625450.00CE,,26000,,,,,,5,65,1452177000,-1,2,2545000.0,NSE,OPTIDX,1452177000,1449187200,1452177000,1449187200,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1452124800.0,1452177000.0,,,,83785.0,Cash,,0,1,1801.0,65,65.0,133470.0,34100.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
47022,XX,nse_fo,OPTIDX,NIFTY,NIFTY27JUN40000PE,PE,NIFTY29JUN2740000.00PE,,26000,,,,,,5,75,1498746600,-1,2,4000000.0,NSE,OPTIDX,1498746600,1431561600,1498746600,1431561600,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1498746600.0,1498746600.0,,,,1039600.0,Cash,,1,1,1801.0,75,0.0,1192040.0,887155.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
47454,XX,nse_fo,OPTIDX,NIFTY,NIFTY2612022950PE,PE,NIFTY20JAN2622950.00PE,,26000,,,,,,5,65,1453386600,-1,2,2295000.0,NSE,OPTIDX,1453386600,1450396800,1453386600,1450396800,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1453334400.0,1453386600.0,,,,10.0,Cash,,1,1,1801.0,65,0.0,2010.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
46163,XX,nse_fo,OPTIDX,NIFTY,NIFTY2611325750CE,CE,NIFTY13JAN2625750.00CE,,26000,,,,,,5,65,1452781800,-1,2,2575000.0,NSE,OPTIDX,1452781800,1449792000,1452781800,1449792000,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1452729600.0,1452781800.0,,,,59415.0,Cash,,0,1,1801.0,65,195.0,101165.0,17665.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
57257,XX,nse_fo,OPTIDX,NIFTY,NIFTY25D2329300PE,PE,NIFTY23DEC2529300.00PE,,26000,,,,,,5,75,1450967400,-1,2,2930000.0,NSE,OPTIDX,1450967400,1447977600,1450967400,1447977600,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1450915200.0,1450967400.0,,,,312290.0,Cash,,1,1,1801.0,75,0.0,370035.0,254545.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
56974,XX,nse_fo,OPTIDX,NIFTY,NIFTY25D2325550CE,CE,NIFTY23DEC2525550.00CE,,26000,,,,,,5,75,1450967400,-1,2,2555000.0,NSE,OPTIDX,1450967400,1447977600,1450967400,1447977600,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1450915200.0,1450967400.0,,,,60430.0,Cash,,0,1,1801.0,75,24450.0,118145.0,2715.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
57319,XX,nse_fo,OPTIDX,NIFTY,NIFTY25D2330500CE,CE,NIFTY23DEC2530500.00CE,,26000,,,,,,5,75,1450967400,-1,2,3050000.0,NSE,OPTIDX,1450967400,1447977600,1450967400,1447977600,0,0,0,0,0,,0,0,1450888500,,,,,,,,,,FO,,,,,,,1450915200.0,1450967400.0,,,,5.0,Cash,,1,1,1801.0,75,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
40240,XX,nse_fo,OPTIDX,NIFTY,NIFTY2610622750PE,PE,NIFTY06JAN2622750.00PE,,26000,,,,,,5,65,1452177000,-1,2,2275000.0,NSE,OPTIDX,1452177000,1449187200,1452177000,1449187200,0,0,0,0,0,,0,0,1450888497,,,,,,,,,,FO,,,,,,,1452124800.0,1452177000.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
36162,XX,nse_fo,OPTIDX,NIFTY,NIFTY25D2321150PE,PE,NIFTY23DEC2521150.00PE,,26000,,,,,,5,75,1450967400,-1,2,2115000.0,NSE,OPTIDX,1450967400,1447977600,1450967400,1447977600,0,0,0,0,0,,0,0,1450888497,,,,,,,,,,FO,,,,,,,1450915200.0,1450967400.0,,,,5.0,Cash,,1,1,1801.0,75,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
46786,XX,nse_fo,OPTIDX,NIFTY,NIFTY2611331300PE,PE,NIFTY13JAN2631300.00PE,,26000,,,,,,5,65,1452781800,-1,2,3130000.0,NSE,OPTIDX,1452781800,1450224000,1452781800,1450224000,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1452729600.0,1452781800.0,,,,501670.0,Cash,,1,1,1801.0,65,0.0,559415.0,443925.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
47330,XX,nse_fo,OPTIDX,NIFTY,NIFTY2612020850PE,PE,NIFTY20JAN2620850.00PE,,26000,,,,,,5,65,1453386600,-1,2,2085000.0,NSE,OPTIDX,1453386600,1450396800,1453386600,1450396800,0,0,0,0,0,,0,0,1450888499,,,,,,,,,,FO,,,,,,,1453334400.0,1453386600.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
56907,XX,nse_fo,OPTIDX,NIFTY,NIFTY25D2323900CE,CE,NIFTY23DEC2523900.00CE,,26000,,,,,,5,75,1450967400,-1,2,2390000.0,NSE,OPTIDX,1450967400,1447977600,1450967400,1447977600,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1450915200.0,1450967400.0,,,,227630.0,Cash,,1,1,1801.0,75,0.0,285375.0,169885.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
46137,XX,nse_fo,OPTIDX,NIFTY,NIFTY2611325250CE,CE,NIFTY13JAN2625250.00CE,,26000,,,,,,5,65,1452781800,-1,2,2525000.0,NSE,OPTIDX,1452781800,1449792000,1452781800,1449792000,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1452729600.0,1452781800.0,,,,106785.0,Cash,,0,1,1801.0,65,65.0,157430.0,56140.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
40244,XX,nse_fo,OPTIDX,NIFTY,NIFTY2610622850PE,PE,NIFTY06JAN2622850.00PE,,26000,,,,,,5,65,1452177000,-1,2,2285000.0,NSE,OPTIDX,1452177000,1449187200,1452177000,1449187200,0,0,0,0,0,,0,0,1450888497,,,,,,,,,,FO,,,,,,,1452124800.0,1452177000.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
65877,XX,nse_fo,OPTIDX,NIFTY,NIFTY26SEP13000CE,CE,NIFTY29SEP2613000.00CE,,26000,,,,,,5,75,1475159400,-1,2,1300000.0,NSE,OPTIDX,1475159400,1443744000,1475159400,1443744000,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1475107200.0,1475159400.0,,,,1376020.0,Cash,,1,1,1801.0,75,0.0,1462560.0,1289480.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
45780,XX,nse_fo,OPTIDX,NIFTY,NIFTY2611320600PE,PE,NIFTY13JAN2620600.00PE,,26000,,,,,,5,65,1452781800,-1,2,2060000.0,NSE,OPTIDX,1452781800,1449792000,1452781800,1449792000,0,0,0,0,0,,0,0,1450888498,,,,,,,,,,FO,,,,,,,1452729600.0,1452781800.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
89633,XX,nse_fo,OPTIDX,NIFTY,NIFTY29JUN25000PE,PE,NIFTY26JUN2925000.00PE,,26000,,,,,,5,75,1561645800,-1,2,2500000.0,NSE,OPTIDX,1561645800,1404000000,1561645800,1404000000,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1561645800.0,1561645800.0,,,,52720.0,Cash,,0,1,1801.0,75,0.0,183205.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
35224,XX,nse_fo,OPTIDX,NIFTY,NIFTY25D2320750CE,CE,NIFTY23DEC2520750.00CE,,26000,,,,,,5,75,1450967400,-1,2,2075000.0,NSE,OPTIDX,1450967400,1447977600,1450967400,1447977600,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1450915200.0,1450967400.0,,,,542575.0,Cash,,1,1,1801.0,75,0.0,600320.0,484830.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
61029,XX,nse_fo,OPTIDX,NIFTY,NIFTY27DEC11000CE,CE,NIFTY28DEC2711000.00CE,,26000,,,,,,5,75,1514471400,-1,2,1100000.0,NSE,OPTIDX,1514471400,1390089600,1514471400,1390089600,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1514471400.0,1514471400.0,,,,1642790.0,Cash,,1,1,1801.0,75,0.0,1739420.0,1546160.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
48026,XX,nse_fo,OPTIDX,NIFTY,NIFTY2612030800CE,CE,NIFTY20JAN2630800.00CE,,26000,,,,,,5,65,1453386600,-1,2,3080000.0,NSE,OPTIDX,1453386600,1450396800,1453386600,1450396800,0,0,0,0,0,,0,0,1450888499,,,,,,,,,,FO,,,,,,,1453334400.0,1453386600.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
57110,XX,nse_fo,OPTIDX,NIFTY,NIFTY25D2328300PE,PE,NIFTY23DEC2528300.00PE,,26000,,,,,,5,75,1450967400,-1,2,2830000.0,NSE,OPTIDX,1450967400,1447977600,1450967400,1447977600,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1450915200.0,1450967400.0,,,,212305.0,Cash,,1,1,1801.0,75,0.0,270050.0,154560.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
53596,XX,nse_fo,OPTIDX,NIFTY,NIFTY27DEC16000CE,CE,NIFTY28DEC2716000.00CE,,26000,,,,,,5,75,1514471400,-1,2,1600000.0,NSE,OPTIDX,1514471400,1356825600,1514471400,1356825600,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1514471400.0,1514471400.0,,,,1199965.0,Cash,,1,1,1801.0,75,0.0,1306400.0,1093540.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
60956,XX,nse_fo,OPTIDX,NIFTY,NIFTY30JUN38000CE,CE,NIFTY25JUN3038000.00CE,,26000,,,,,,5,75,1593095400,-1,2,3800000.0,NSE,OPTIDX,1593095400,1435449600,1593095400,1435449600,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1593043200.0,1593095400.0,,,,205415.0,Cash,,1,1,1801.0,75,0.0,496480.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
58332,XX,nse_fo,OPTIDX,NIFTY,NIFTY26JAN21000PE,PE,NIFTY27JAN2621000.00PE,,26000,,,,,,5,65,1453991400,-1,2,2100000.0,NSE,OPTIDX,1453991400,1446163200,1453991400,1446163200,0,0,0,0,0,,0,0,1450888500,,,,,,,,,,FO,,,,,,,1453939200.0,1453991400.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
60963,XX,nse_fo,OPTIDX,NIFTY,NIFTY30JUN41000PE,PE,NIFTY25JUN3041000.00PE,,26000,,,,,,5,75,1593095400,-1,2,4100000.0,NSE,OPTIDX,1593095400,1435449600,1593095400,1435449600,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1593043200.0,1593095400.0,,,,653600.0,Cash,,1,1,1801.0,75,0.0,1014880.0,292315.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
67790,XX,nse_fo,OPTIDX,NIFTY,NIFTY28DEC28000CE,CE,NIFTY26DEC2828000.00CE,,26000,,,,,,5,75,1545921000,-1,2,2800000.0,NSE,OPTIDX,1545921000,1388275200,1545921000,1388275200,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1545921000.0,1545921000.0,,,,406420.0,Cash,,0,1,1801.0,75,1050.0,659150.0,153690.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
40796,XX,nse_fo,OPTIDX,NIFTY,NIFTY2610630850PE,PE,NIFTY06JAN2630850.00PE,,26000,,,,,,5,65,1452177000,-1,2,3085000.0,NSE,OPTIDX,1452177000,1449187200,1452177000,1449187200,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1452124800.0,1452177000.0,,,,460305.0,Cash,,1,1,1801.0,65,0.0,518050.0,402560.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
41237,XX,nse_fo,OPTIDX,NIFTY,NIFTY25DEC30400CE,CE,NIFTY30DEC2530400.00CE,,26000,,,,,,5,75,1451572200,-1,2,3040000.0,NSE,OPTIDX,1451572200,1444521600,1451572200,1444521600,0,0,0,0,0,,0,0,1450888498,,,,,,,,,,FO,,,,,,,1451520000.0,1451572200.0,,,,5.0,Cash,,1,1,1801.0,75,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
47931,XX,nse_fo,OPTIDX,NIFTY,NIFTY2612030300CE,CE,NIFTY20JAN2630300.00CE,,26000,,,,,,5,65,1453386600,-1,2,3030000.0,NSE,OPTIDX,1453386600,1450396800,1453386600,1450396800,0,0,0,0,0,,0,0,1450888499,,,,,,,,,,FO,,,,,,,1453334400.0,1453386600.0,,,,5.0,Cash,,1,1,1801.0,65,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
45829,XX,nse_fo,OPTIDX,NIFTY,NIFTY25DEC30900CE,CE,NIFTY30DEC2530900.00CE,,26000,,,,,,5,75,1451572200,-1,2,3090000.0,NSE,OPTIDX,1451572200,1445385600,1451572200,1445385600,0,0,0,0,0,,0,0,1450888498,,,,,,,,,,FO,,,,,,,1451520000.0,1451572200.0,,,,5.0,Cash,,1,1,1801.0,75,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
40766,XX,nse_fo,OPTIDX,NIFTY,NIFTY2610630500PE,PE,NIFTY06JAN2630500.00PE,,26000,,,,,,5,65,1452177000,-1,2,3050000.0,NSE,OPTIDX,1452177000,1449187200,1452177000,1449187200,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1452124800.0,1452177000.0,,,,425390.0,Cash,,1,1,1801.0,65,0.0,483135.0,367645.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
47592,XX,nse_fo,OPTIDX,NIFTY,NIFTY2612025300PE,PE,NIFTY20JAN2625300.00PE,,26000,,,,,,5,65,1453386600,-1,2,2530000.0,NSE,OPTIDX,1453386600,1450396800,1453386600,1450396800,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1453334400.0,1453386600.0,,,,8920.0,Cash,,0,1,1801.0,65,0.0,18165.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
64864,XX,nse_fo,OPTIDX,NIFTY,NIFTY26FEB25800CE,CE,NIFTY24FEB2625800.00CE,,26000,,,,,,5,65,1456410600,-1,2,2580000.0,NSE,OPTIDX,1456410600,1448582400,1456410600,1448582400,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1456358400.0,1456410600.0,,,,89665.0,Cash,,0,1,1801.0,65,28340.0,128610.0,50720.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
57291,XX,nse_fo,OPTIDX,NIFTY,NIFTY25D2329800CE,CE,NIFTY23DEC2529800.00CE,,26000,,,,,,5,75,1450967400,-1,2,2980000.0,NSE,OPTIDX,1450967400,1447977600,1450967400,1447977600,0,0,0,0,0,,0,0,1450888500,,,,,,,,,,FO,,,,,,,1450915200.0,1450967400.0,,,,5.0,Cash,,1,1,1801.0,75,0.0,2005.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
47565,XX,nse_fo,OPTIDX,NIFTY,NIFTY2612024850CE,CE,NIFTY20JAN2624850.00CE,,26000,,,,,,5,65,1453386600,-1,2,2485000.0,NSE,OPTIDX,1453386600,1450396800,1453386600,1450396800,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1453334400.0,1453386600.0,,,,147340.0,Cash,,0,1,1801.0,65,0.0,200815.0,93865.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
47628,XX,nse_fo,OPTIDX,NIFTY,NIFTY2612026050PE,PE,NIFTY20JAN2626050.00PE,,26000,,,,,,5,65,1453386600,-1,2,2605000.0,NSE,OPTIDX,1453386600,1450396800,1453386600,1450396800,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1453334400.0,1453386600.0,,,,30110.0,Cash,,0,1,1801.0,65,0.0,53145.0,7075.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
53630,XX,nse_fo,OPTIDX,NIFTY,NIFTY27DEC26000PE,PE,NIFTY28DEC2726000.00PE,,26000,,,,,,5,75,1514471400,-1,2,2600000.0,NSE,OPTIDX,1514471400,1356825600,1514471400,1356825600,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1514471400.0,1514471400.0,,,,78975.0,Cash,,0,1,1801.0,75,2775.0,223055.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
40656,XX,nse_fo,OPTIDX,NIFTY,NIFTY2610628850PE,PE,NIFTY06JAN2628850.00PE,,26000,,,,,,5,65,1452177000,-1,2,2885000.0,NSE,OPTIDX,1452177000,1449187200,1452177000,1449187200,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1452124800.0,1452177000.0,,,,260795.0,Cash,,1,1,1801.0,65,0.0,318515.0,203075.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
59333,XX,nse_fo,OPTIDX,NIFTY,NIFTY26JAN30750CE,CE,NIFTY27JAN2630750.00CE,,26000,,,,,,5,65,1453991400,-1,2,3075000.0,NSE,OPTIDX,1453991400,1446163200,1453991400,1446163200,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1453939200.0,1453991400.0,,,,10.0,Cash,,1,1,1801.0,65,0.0,2010.0,5.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
36161,XX,nse_fo,OPTIDX,NIFTY,NIFTY25D2321150CE,CE,NIFTY23DEC2521150.00CE,,26000,,,,,,5,75,1450967400,-1,2,2115000.0,NSE,OPTIDX,1450967400,1447977600,1450967400,1447977600,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1450915200.0,1450967400.0,,,,502585.0,Cash,,1,1,1801.0,75,0.0,560330.0,444840.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
65403,XX,nse_fo,OPTIDX,NIFTY,NIFTY26FEB28950PE,PE,NIFTY24FEB2628950.00PE,,26000,,,,,,5,65,1456410600,-1,2,2895000.0,NSE,OPTIDX,1456410600,1448582400,1456410600,1448582400,0,0,0,0,0,,0,0,1450889677,,,,,,,,,,FO,,,,,,,1456358400.0,1456410600.0,,,,251785.0,Cash,,1,1,1801.0,65,0.0,305725.0,197845.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
64954,XX,nse_fo,OPTIDX,NIFTY,NIFTY25DEC21150CE,CE,NIFTY30DEC2521150.00CE,,26000,,,,,,5,75,1451572200,-1,2,2115000.0,NSE,OPTIDX,1451572200,1443744000,1451572200,1443744000,0,0,0,0,0,,0,0,1450889676,,,,,,,,,,FO,,,,,,,1451520000.0,1451572200.0,,,,504970.0,Cash,,1,1,1801.0,75,0.0,562715.0,447225.0,1,1,1,0,0,1,0,1000000000000.0,1,0,1801
